,Customer ID,frequency,recency,T,monetary_value,p_not_alive,p_alive,predicted_purchases,actual30,error,expected_avg_sales_,predicted_clv,Labels
1434,13780.0,2.0,400.0,407.0,180.00500000000002,0.002226136655056221,0.9977738633449438,0.17937540705725277,0.15,-0.029375407057252778,299.69718990468414,1119.046024729845,Low
1435,13781.0,3.0,471.0,721.0,152.14666666666668,0.11949197645617882,0.8805080235438212,0.12868352762336593,0.1910828025477707,0.06239927492440478,207.48769039266065,492.5382064934802,Medium
1436,13782.0,12.0,721.0,733.0,137.78083333333333,0.0025563072829793976,0.9974436927170206,0.48058251907563465,0.49930651872399445,0.0187239996483598,147.64880172684943,1532.7575739709064,Low
1437,13783.0,3.0,186.0,673.0,351.06999999999994,0.7165207277252363,0.28347927227476366,0.044120788155035284,0.4838709677419355,0.4397501795869002,478.20458793817136,277.1842402597234,Low
1438,13784.0,14.0,441.0,450.0,179.1421428571429,0.0029656786850733585,0.9970343213149266,0.8598418880990928,0.9523809523809523,0.09253906428185954,190.00757115816592,3424.3466397419734,Low
1439,13785.0,2.0,32.0,460.0,231.13,0.8529929943469794,0.1470070056530206,0.023764187248388233,1.875,1.8512358127516118,384.59379897127684,168.32397203036726,Low
1440,13786.0,7.0,369.0,736.0,287.6171428571428,0.7100101565049637,0.28998984349503626,0.08497069482537004,0.5691056910569106,0.48413499623154055,324.65107689521426,312.40125232380086,Low
1441,13787.0,8.0,619.0,694.0,126.17000000000002,0.025503850275729656,0.9744961497242703,0.33978076988322164,0.3877221324717286,0.04794136258850695,140.23461771053096,991.1016339212729,Low
1445,13791.0,2.0,125.0,168.0,55.34,0.034694442295787664,0.9653055577042123,0.35114414891016554,0.48,0.12885585108983444,92.68230933183746,646.8231834008018,Low
1446,13792.0,2.0,356.0,422.0,97.775,0.025833920873406413,0.9741660791265936,0.16974544611662465,0.16853932584269662,-0.0012061202739280241,163.14857056882255,564.1173734302295,Low
1449,13795.0,3.0,249.0,637.0,204.6,0.4594282299250194,0.5405717700749806,0.08844366384430606,0.3614457831325301,0.27300211928822404,278.8719942245583,358.05368158133115,Low
1451,13797.0,3.0,211.0,647.0,271.32,0.6010089032219732,0.39899109677802685,0.0643637954401503,0.42654028436018954,0.36217648892003923,369.6719577158689,325.3111780629122,Low
1452,13798.0,101.0,730.0,731.0,723.6581188118812,0.00020528405216313494,0.9997947159478369,3.83170426437466,4.150684931506849,0.3189806671321884,729.4132058374555,60620.080513342626,Low
1453,13799.0,10.0,528.0,644.0,166.152,0.07741955768773712,0.9225804423122629,0.4222862645170797,0.5681818181818182,0.14589555366473855,180.61644763041065,1479.0371161001194,Low
1454,13800.0,2.0,427.0,736.0,600.4300000000001,0.14138376204073366,0.8586162379592663,0.09102492815661216,0.1405152224824356,0.04949029432582343,997.8420674953395,1636.3737180955884,Low
1456,13802.0,21.0,523.0,661.0,1194.6095238095238,0.411930506593976,0.588069493406024,0.5297690337321259,1.2045889101338432,0.6748198764017173,1241.6968324153277,8988.616347890653,Low
1457,13803.0,3.0,363.0,618.0,295.1933333333334,0.1674887019934329,0.8325112980065671,0.1399923408377007,0.24793388429752067,0.10794154345981996,402.16143306183056,999.5131098594928,Low
1458,13804.0,7.0,406.0,436.0,380.82714285714286,0.011567628048959055,0.988432371951041,0.46275120056198976,0.5172413793103449,0.0544901787483551,429.81343761755045,4121.664431754678,Low
1459,13805.0,1.0,77.0,129.0,424.36,0.04942736083796173,0.9505726391620383,0.2687258760668366,0.38961038961038963,0.12088451354355301,2080.69619359977,11056.10592422996,Low
1461,13807.0,3.0,368.0,735.0,133.98333333333332,0.28153971638731146,0.7184602836126885,0.10316543483196253,0.24456521739130435,0.14139978255934182,182.76901527954354,296.6684745041681,Low
1462,13808.0,4.0,91.0,96.0,293.55,0.004073725213362689,0.9959262747866373,0.8938898524096736,1.3186813186813189,0.4247914662716453,366.7285238290343,6506.469101981603,Low
1463,13809.0,2.0,155.0,460.0,276.325,0.36121283763916234,0.6387871623608377,0.10326213822788376,0.3870967741935484,0.2838346359656646,459.64323167083006,797.7867373120325,Low
1464,13810.0,1.0,28.0,56.0,246.01,0.03493514189122171,0.9650648581087783,0.43739074289401797,1.0714285714285714,0.6340378285345534,1208.1687270584564,10423.878734349111,Low
1465,13811.0,2.0,56.0,239.0,166.5,0.3684063341000864,0.6315936658999136,0.17616582816271667,1.0714285714285714,0.8952627432658548,277.27120055613966,932.2105054397606,Low
1466,13812.0,2.0,63.0,105.0,130.13,0.049421445797731445,0.9505785542022686,0.47376815749007006,0.9523809523809523,0.47861279489088226,216.87629255121095,2033.5026069367407,Low
1467,13813.0,11.0,694.0,733.0,218.4790909090909,0.010391215982366142,0.9896087840176339,0.4396573780783766,0.4755043227665706,0.035846944688193993,235.60578683091336,2210.1609693945734,Low
1468,13814.0,4.0,471.0,527.0,390.2175,0.01878102176103047,0.9812189782389695,0.2399573664213697,0.25477707006369427,0.014819703642324572,487.3967472570786,2423.514452589813,Medium
1469,13815.0,9.0,643.0,665.0,727.4366666666667,0.005410208483379808,0.9945897915166202,0.40135636272734015,0.41990668740279935,0.018550324675459196,798.0927574327627,6845.389620504633,Low
1470,13816.0,3.0,41.0,64.0,61.116666666666674,0.03134975519581529,0.9686502448041847,0.8606541427610778,2.195121951219512,1.334467808458434,83.60398720599987,1422.0120194982094,Low
1471,13817.0,1.0,322.0,351.0,254.27999999999997,0.011011122562724518,0.9889888774372755,0.1305365425634326,0.09316770186335403,-0.03736884070007858,1248.6273878282723,3336.377038751718,Low
1473,13819.0,5.0,437.0,738.0,401.8,0.2809646698124234,0.7190353301875766,0.15651253364899373,0.34324942791762014,0.1867368942686264,478.05731960801694,1162.3003649721654,Low
1474,13820.0,2.0,262.0,680.0,209.39000000000001,0.34050576627115126,0.6594942337288487,0.07516399985844772,0.22900763358778625,0.1538436337293385,348.4930208567003,407.05333967766563,Low
1475,13821.0,6.0,560.0,704.0,179.63833333333332,0.06593972230868372,0.9340602776913163,0.2486807842782132,0.32142857142857145,0.07274778715035826,207.28150525983727,1014.6757862285201,Low
1476,13822.0,1.0,35.0,40.0,163.62,0.005307520996969184,0.9946924790030308,0.5196408830344819,0.8571428571428571,0.33750197410837524,805.098707611645,8207.291250097405,Low
1477,13823.0,7.0,706.0,724.0,423.85714285714283,0.003859361692920338,0.9961406383070797,0.2963156969534295,0.29745042492917845,0.0011347279757489281,478.36119410164144,3051.9500554306956,Low
1478,13824.0,13.0,605.0,637.0,244.33846153846156,0.009868622143055727,0.9901313778569443,0.5844573177753168,0.6446280991735537,0.06017078139823684,260.34426423539827,3223.437688863559,Low
1479,13825.0,1.0,109.0,730.0,112.22999999999999,0.5659652648710498,0.4340347351289502,0.03000521403622915,0.27522935779816515,0.245224143761936,553.6875132995725,248.46699887692293,Low
1481,13827.0,2.0,86.0,143.0,149.655,0.06153994128869844,0.9384600587113016,0.3823520503533377,0.6976744186046512,0.3153223682513135,249.29890951013954,1884.5399385109658,Low
1485,13831.0,18.0,713.0,729.0,337.38444444444445,0.003787454752427366,0.9962125452475726,0.7079220237128645,0.7573632538569425,0.049441230144077974,353.0413711750638,5387.309353264282,Low
1486,13832.0,2.0,405.0,422.0,20.474999999999998,0.005456146412165408,0.9945438535878346,0.17329621070482415,0.14814814814814814,-0.02514806255667601,34.78655822950481,125.30445118926919,Low
1487,13833.0,1.0,245.0,404.0,384.8,0.08338549355049507,0.9166145064495049,0.10733264079655751,0.12244897959183675,0.015116338795279238,1887.1599638471805,3935.6769361155934,Low
1488,13834.0,2.0,146.0,722.0,162.095,0.6945058344879925,0.3054941655120075,0.03296193676758245,0.410958904109589,0.37799696734200655,269.95639247910606,121.67005760575272,Low
1489,13835.0,7.0,620.0,645.0,131.48142857142858,0.0062536197964618845,0.9937463802035381,0.32845122144919336,0.3387096774193548,0.01025845597016145,148.49400890514994,1038.888655257308,Low
1490,13836.0,2.0,15.0,414.0,140.825,0.8804495774916038,0.11955042250839619,0.021178657990681037,4.0,3.978821342009319,234.63608196866247,100.00006837789049,Low
1491,13837.0,1.0,106.0,317.0,157.54000000000002,0.20476933574868683,0.7952306642513132,0.11428851874256427,0.2830188679245283,0.16873034918196403,775.3540090045736,1665.6468918954429,Low
1492,13838.0,5.0,574.0,579.0,345.13,0.0012000059347131442,0.9987999940652869,0.2710093153665992,0.26132404181184665,-0.009685273554752571,410.663735743375,2370.8815666847627,Low
1496,13842.0,16.0,603.0,661.0,327.55125,0.027050486555548536,0.9729495134444515,0.67578069303944,0.7960199004975125,0.12023920745807248,344.75316470263675,4826.87898487041,Low
1500,13846.0,4.0,375.0,399.0,211.9025,0.008764710188212899,0.9912352898117871,0.30916379178811365,0.32,0.010836208211886356,264.8094841068811,1693.3134293401754,Low
1502,13848.0,7.0,638.0,730.0,407.85714285714283,0.030893160840984923,0.9691068391590151,0.2861010852912668,0.329153605015674,0.04305251972440716,460.3095068196183,2723.2682831448706,Low
1503,13849.0,5.0,573.0,624.0,586.8299999999999,0.014533512592994291,0.9854664874070057,0.24995023345116602,0.2617801047120419,0.011829871260875868,698.1002845361039,3665.779724663345,Low
1505,13851.0,6.0,584.0,679.0,719.5766666666667,0.03348479231856116,0.9665152076814388,0.2659570936589991,0.3082191780821918,0.04226208442319268,829.7598231516549,4534.323376029312,Low
1508,13854.0,42.0,692.0,700.0,284.03666666666663,0.002024590350435451,0.9979754096495645,1.673905518716983,1.8208092485549132,0.14690372983793032,289.543965163766,10450.952903070889,Low
1509,13855.0,4.0,231.0,731.0,235.1225,0.7965023806607161,0.2034976193392839,0.03702589676087051,0.5194805194805194,0.4824546227196489,293.7945736974797,129.50760996880544,Low
1510,13856.0,13.0,451.0,619.0,73.17692307692307,0.35030979609389634,0.6496902039061037,0.39357953974138493,0.8647450110864745,0.47116547134508957,78.02486511709552,452.86366618213793,Low
1511,13857.0,4.0,178.0,571.0,195.59,0.7679546024930751,0.23204539750692488,0.05282620299059169,0.6741573033707865,0.6213311003801948,244.44689694294314,172.84736686338158,Low
1513,13859.0,1.0,203.0,529.0,201.16,0.2148086483862759,0.7851913516137241,0.0726209149880446,0.1477832512315271,0.07516233624348251,988.7526526296483,1270.039970790396,Low
1514,13860.0,4.0,85.0,86.0,208.52999999999997,0.0007967611797046192,0.9992032388202954,0.9562053894943583,1.4117647058823528,0.4555593163879945,260.59965574149373,4939.00206884613,Low
1515,13861.0,2.0,101.0,530.0,61.43999999999999,0.6572915538245865,0.3427084461754135,0.048891347646279566,0.594059405940594,0.5451680582943145,102.81178249186122,78.42479491012728,Low
1516,13862.0,10.0,371.0,389.0,218.731,0.007341617899283892,0.9926583821007161,0.7091059367169613,0.8086253369272237,0.0995194002102624,237.7401762159896,3490.562879452139,Low
1517,13863.0,5.0,348.0,593.0,182.622,0.27182815699021246,0.7281718430097875,0.193380303809921,0.43103448275862066,0.23765417894869967,217.40457698785656,682.1556996165675,Low
1519,13865.0,3.0,231.0,289.0,126.08666666666666,0.03497027030172406,0.9650297296982759,0.3127762807128618,0.38961038961038963,0.07683410889752784,172.0223569306769,1078.4100452541386,Low
1521,13867.0,2.0,187.0,218.0,438.22,0.018306027206924425,0.9816939727930756,0.2941007615697186,0.32085561497326204,0.026754853403543444,728.4811099072317,4302.919232091941,Low
1522,13868.0,1.0,31.0,38.0,2685.0,0.007716551209526856,0.9922834487904731,0.5284724667875691,0.967741935483871,0.4392694686963019,13140.244788844824,136232.39654518093,Low
1523,13869.0,9.0,568.0,691.0,761.4655555555556,0.06904664206044087,0.9309533579395591,0.3627724097134347,0.4753521126760563,0.1125797029626216,835.4214797746135,5939.417316322425,Low
1524,13870.0,14.0,667.0,669.0,362.7357142857143,0.0004236576233717093,0.9995763423766283,0.6051333498355747,0.6296851574212894,0.024551807585714736,384.6630495178535,5014.834249285224,Low
1525,13871.0,19.0,697.0,719.0,381.62894736842105,0.0058249405363222095,0.9941750594636778,0.7534615695538291,0.8177905308464849,0.06432896129265575,398.35944532695277,6443.827586813947,Low
1526,13872.0,5.0,218.0,731.0,181.654,0.9196073439929172,0.08039265600708276,0.017652783059508546,0.6880733944954129,0.6704206114359044,216.25340371838462,43.79926177573062,Low
1527,13873.0,8.0,527.0,646.0,110.18375,0.06557338407646396,0.934426615923536,0.347776416279274,0.4554079696394687,0.1076315533601947,122.48298115166362,838.4404634667206,Low
1528,13874.0,9.0,370.0,728.0,224.12222222222223,0.8556226531991483,0.14437734680085165,0.05363884393502861,0.7297297297297298,0.6760908857947012,245.97114074829204,137.11191994493728,Low
1529,13875.0,12.0,669.0,722.0,387.4816666666666,0.017018387894972564,0.9829816121050274,0.4802262103669529,0.5381165919282511,0.05789038156129822,415.0801991448002,4206.919558470836,Low
1531,13877.0,4.0,603.0,689.0,72.875,0.02462236518810068,0.9753776348118993,0.18734061575621647,0.19900497512437812,0.011664359368161653,91.26406881588436,355.74474395502216,Low
1532,13878.0,3.0,550.0,604.0,615.2933333333334,0.014834244107485572,0.9851657558925144,0.1691243212631541,0.16363636363636364,-0.005487957626790468,837.7889557472104,2968.5493803310615,Low
1534,13880.0,13.0,541.0,562.0,320.46846153846155,0.006507953568428704,0.9934920464315713,0.656489771742382,0.7208872458410351,0.06439747409865315,341.4371077540685,4736.565436012355,Low
1535,13881.0,38.0,642.0,645.0,1089.657894736842,0.0006983985955910654,0.9993016014044089,1.637170661369998,1.7757009345794392,0.13853027320944133,1112.985030677821,39158.72202229641,Low
1536,13882.0,5.0,62.0,64.0,187.704,0.0018385569177418182,0.9981614430822582,1.3494398036583137,2.4193548387096775,1.0699150350513638,223.4482366525841,5954.547599742007,Low
1537,13883.0,22.0,730.0,731.0,287.1859090909091,0.0001952008191691279,0.9998047991808309,0.8592002511904556,0.904109589041096,0.04490933785064033,298.0058528400377,5552.154364878968,Low
1538,13884.0,8.0,463.0,470.0,199.7475,0.0020649418745775083,0.9979350581254225,0.49340129668859034,0.5183585313174947,0.024957234628904312,221.93739596747423,2302.3300193248665,Low
1539,13885.0,1.0,11.0,200.0,107.65,0.36767436181823043,0.6323256381817696,0.13091976885105472,2.7272727272727275,2.5963529584216727,531.2811449409562,1409.3626331650923,Low
1542,13888.0,4.0,456.0,575.0,470.2825,0.050765125543399514,0.9492348744566005,0.21474892904060802,0.2631578947368421,0.04840896569623407,587.3403819716038,2524.6638662826736,Low
1543,13889.0,7.0,594.0,686.0,219.47857142857146,0.03376542589399523,0.9662345741060048,0.3019446126289314,0.35353535353535354,0.05159074090642213,247.77506544069126,1537.2931455005275,Low
1544,13890.0,20.0,732.0,733.0,132.254,0.00019449265665627546,0.9998055073433437,0.781984142838057,0.819672131147541,0.037687988309484055,137.78229442061053,2336.686861151088,Low
1545,13891.0,2.0,204.0,582.0,232.58,0.37485399442730605,0.625146005572694,0.08202610974875031,0.29411764705882354,0.21209153731007324,387.0016245584956,502.9102768647141,Low
1546,13892.0,5.0,549.0,575.0,148.482,0.007025404763772669,0.9929745952362273,0.2711102968298941,0.273224043715847,0.002113746885952894,176.80431312445657,1012.7444245533113,Low
1548,13894.0,3.0,288.0,310.0,125.04000000000002,0.009576402904715509,0.9904235970952845,0.30305954396265494,0.3125,0.009440456037345057,170.59793703977607,1056.5414827650943,Low
1549,13895.0,7.0,715.0,736.0,441.8028571428572,0.004508600941923513,0.9954913990580765,0.2916915808194225,0.29370629370629375,0.0020147128868712727,498.60809549778213,3131.58020515011,Low
1551,13897.0,2.0,627.0,677.0,339.025,0.011646568850308125,0.9883534311496919,0.11309966545127832,0.09569377990430622,-0.017405885546972102,563.7609312009105,1348.969475910179,Low
1552,13898.0,1.0,86.0,411.0,155.93,0.3615822430845249,0.6384177569154751,0.07365904495438218,0.3488372093023256,0.2751781643479434,767.4775345378984,1006.3854205558591,Low
1553,13899.0,1.0,258.0,274.0,90.02,0.007028049228427369,0.9929719507715726,0.16077678254572,0.11627906976744186,-0.044497712778278145,445.0313034207803,1454.5890445971936,Low
1554,13900.0,6.0,441.0,624.0,224.59833333333336,0.14019955685804686,0.8598004431419531,0.25545321682396416,0.40816326530612246,0.1527100484821583,259.11450811340296,1199.0649478085495,Low
1555,13901.0,16.0,631.0,703.0,332.51437500000003,0.03730471500213928,0.9626952849978607,0.6321357145978549,0.7606973058637084,0.12856159126585354,349.9759928156249,4527.757269019834,Low
1556,13902.0,5.0,99.0,731.0,6085.691999999999,0.9963362002524273,0.0036637997475727174,0.0008045046068845544,1.5151515151515151,1.5143470105446306,7237.504155315927,83.65178613577174,Low
1558,13904.0,1.0,257.0,294.0,131.52,0.01671225253933839,0.9832877474606616,0.15035365000862078,0.11673151750972763,-0.03362213249889315,648.0584402947054,1972.765671369019,Low
1562,13908.0,4.0,197.0,276.0,462.76250000000005,0.06941604187732253,0.9305839581226775,0.39473970403813224,0.6091370558375634,0.21439735179943115,577.9533073066038,4485.974576633583,Low
1563,13909.0,1.0,98.0,521.0,174.14,0.4350575445372791,0.5649424554627209,0.0529627852839947,0.3061224489795918,0.25315966369559706,856.5648637541434,760.3813688650531,Low
1565,13911.0,20.0,591.0,648.0,202.94,0.03312869581300648,0.9668713041869935,0.8462594771399206,1.015228426395939,0.16896894925601846,211.39665079735852,3672.7800221219654,Low
1568,13914.0,2.0,33.0,36.0,146.44,0.0032415204722651136,0.9967584795277349,0.8364979963050274,1.8181818181818183,0.9816838218767909,243.96017898399586,4006.0528732326225,Low
1569,13915.0,1.0,337.0,731.0,70.80000000000001,0.17658538499189014,0.8234146150081099,0.05685197173770312,0.08902077151335312,0.03216879977565,351.0028318372421,348.9979445734255,Low
1570,13916.0,4.0,275.0,738.0,318.9525,0.6743931156668084,0.3256068843331916,0.058727554469362904,0.43636363636363634,0.37763608189427345,398.43798715053214,286.1207660395115,Low
1571,13917.0,1.0,142.0,191.0,206.66,0.03332479058286808,0.9666752094171319,0.20717031700269722,0.2112676056338028,0.004097288631105589,1015.6598635406505,4184.515534726624,Low
1572,13918.0,1.0,204.0,253.0,1014.64,0.02639345302666407,0.9736065469733359,0.16803351617815232,0.14705882352941177,-0.02097469264874055,4968.475912971829,16735.0905697962,Medium
1573,13919.0,4.0,487.0,540.0,177.19,0.01704410375804455,0.9829558962419555,0.23522415974974714,0.24640657084188913,0.011182411092141992,221.47852276262384,1082.9921880340555,Low
1574,13920.0,4.0,131.0,562.0,302.8075,0.8970218442847269,0.10297815571527315,0.023779491666183684,0.916030534351145,0.8922510426849614,378.28448708850743,124.72955918379539,Low
1575,13921.0,4.0,322.0,721.0,154.5,0.4934648879967882,0.5065351120032118,0.09333396080208098,0.37267080745341613,0.2793368466513352,193.1550222109149,242.60430182840446,Low
1576,13922.0,4.0,116.0,467.0,100.375,0.8485373189353992,0.15146268106460084,0.04121124612485166,1.0344827586206897,0.9932715124958381,125.59180196581808,77.02409485819915,Low
1578,13924.0,8.0,71.0,72.0,125.38125,0.0008679883893002449,0.9991320116106998,1.925780238045534,3.380281690140845,1.454501452095311,139.35876481596173,5309.797827352862,Low
1579,13925.0,4.0,98.0,134.0,59.13249999999999,0.040446947948485246,0.9595530520515148,0.6969043316445165,1.2244897959183672,0.5275854642738507,74.10956434995838,1024.2271468714703,Medium
1581,13927.0,2.0,363.0,437.0,165.345,0.028909600803201374,0.9710903991967986,0.16416117942493152,0.1652892561983471,0.0011280767734155872,275.3532429332171,919.1053226509821,Low
1582,13928.0,3.0,123.0,133.0,120.12333333333333,0.007190234267981155,0.9928097657320188,0.5747978793275477,0.7317073170731707,0.15690943774562305,163.90679264780545,1879.381764471073,Low
1583,13929.0,9.0,525.0,694.0,348.7111111111111,0.14662261040716107,0.8533773895928389,0.3312299619836689,0.5142857142857143,0.18305575230204546,382.6416049353138,2259.0375337029955,Low
1584,13930.0,1.0,79.0,136.0,127.33999999999999,0.05412901557994909,0.9458709844200509,0.25809448619622166,0.37974683544303794,0.12165234924681628,627.6089600023437,3202.040760430689,Low
1585,13931.0,8.0,651.0,736.0,504.385,0.028700832839853363,0.9712991671601466,0.32092937239457064,0.3686635944700461,0.04773422207547545,560.2164909523481,3731.2858140402,Low
1587,13933.0,1.0,39.0,148.0,307.8,0.15290925520837784,0.8470907447916222,0.21813416683282646,0.7692307692307692,0.5510966023979427,1510.459011093151,6522.787300694729,Low
1589,13935.0,2.0,56.0,652.0,1898.4450000000002,0.8906175911631119,0.10938240883688806,0.012952761044877125,1.0714285714285714,1.0584758103836942,3153.286018939318,652.4705723874824,Low
1590,13936.0,3.0,243.0,414.0,172.05999999999997,0.1457791294957992,0.8542208705042008,0.20471318789276577,0.37037037037037035,0.16565718247760458,234.5879592724113,893.4882141363728,Low
1591,13937.0,2.0,233.0,402.0,73.05,0.1175705252127115,0.8824294747872885,0.16033509366373286,0.2575107296137339,0.09717563595000103,122.09099288331633,372.0129909502005,Low
1593,13939.0,9.0,589.0,612.0,152.0311111111111,0.006197025398173572,0.9938029746018264,0.4323924300316728,0.45840407470288624,0.02601164467121342,166.8892442229879,1532.716483534981,Low
1594,13940.0,3.0,127.0,144.0,206.84,0.012643859451051176,0.9873561405489488,0.5415884436493649,0.7086614173228346,0.16707297367346974,281.9204342458493,3046.515799144218,Low
1595,13941.0,15.0,702.0,723.0,671.0033333333333,0.0051377524458775525,0.9948622475541224,0.5988766282408721,0.6410256410256411,0.04214901278476901,708.6531476981834,9123.278076256414,Low
1599,13945.0,1.0,85.0,479.0,338.5,0.43529804076720213,0.5647019592327979,0.057021329889799896,0.3529411764705882,0.2959198465807883,1660.650170178199,1624.359960517761,Low
1600,13946.0,6.0,656.0,735.0,244.205,0.022787656643154963,0.977212343356845,0.2500998730681571,0.274390243902439,0.02429037083428187,281.71843180740296,1474.7717549157558,Low
1602,13948.0,4.0,375.0,735.0,95.3025,0.3570560281528643,0.6429439718471357,0.11639788192256147,0.32,0.20360211807743855,119.25989555116212,203.81420626276247,Medium
1603,13949.0,5.0,92.0,94.0,377.884,0.0015708113849676186,0.9984291886150324,1.0950933648282843,1.6304347826086956,0.5353414177804112,449.615728789122,9774.93386791483,Low
1604,13950.0,3.0,235.0,246.0,183.08333333333334,0.005305979520852766,0.9946940204791472,0.366886173792263,0.3829787234042553,0.0160925496119923,249.58973181766336,1860.2929616959066,Low
1605,13951.0,2.0,118.0,294.0,230.945,0.2204921654662927,0.7795078345337073,0.18416381476430277,0.5084745762711864,0.32431076150688365,384.2865936377351,1322.5390042553422,Low
1606,13952.0,13.0,512.0,723.0,889.5462307692308,0.45429397308157893,0.5457060269184211,0.2870071197014421,0.76171875,0.4747116302985579,947.6125246749232,3555.428639480952,Low
1607,13953.0,11.0,721.0,728.0,558.2436363636364,0.0014292935073710877,0.9985707064926289,0.4464327678211171,0.4576976421636616,0.011264874342544473,601.8603181336273,5811.4400854976175,Low
1608,13954.0,2.0,69.0,70.0,75.59,0.0008577449888691469,0.9991422550111309,0.6270544923309933,0.8695652173913043,0.24251072506031102,126.30883908437542,1563.5250724375774,Low
1609,13955.0,2.0,221.0,375.0,161.48,0.10930330036597691,0.8906966996340231,0.17175179142673272,0.2714932126696833,0.09974142124295057,268.9351423162512,884.5347777438664,Low
1610,13956.0,4.0,266.0,271.0,226.675,0.002169632780614661,0.9978303672193853,0.42955255686635985,0.45112781954887216,0.02157526268251231,283.2497182144228,2487.3290383283934,Low
1611,13957.0,2.0,241.0,658.0,177.70499999999998,0.3656807351035858,0.6343192648964142,0.0744917656698341,0.24896265560165975,0.17447088993182563,295.87788035254397,340.40436019195573,Low
1612,13958.0,8.0,362.0,734.0,448.8475,0.8199767377552711,0.18002326224472892,0.059630645757768726,0.6629834254143646,0.6033527796565958,498.54589807483825,316.299638276585,Medium
1613,13959.0,5.0,432.0,511.0,206.586,0.03388289354289342,0.9661171064571066,0.29304246877322615,0.3472222222222222,0.05417975344899606,245.90325077879143,1466.3440325713634,Medium
1614,13960.0,1.0,50.0,71.0,102.12,0.02165662870783369,0.9783433712921663,0.39446849814170853,0.6,0.20553150185829144,504.227167424985,3922.0051173245215,Low
1616,13962.0,2.0,414.0,435.0,84.775,0.0066714773465959,0.9933285226534041,0.16859114003600606,0.14492753623188406,-0.023663603804121996,141.56116875237842,496.2042845030408,Low
1617,13963.0,17.0,289.0,597.0,152.60529411764705,0.9984026772333263,0.0015973227666736338,0.0012888275877293188,1.7647058823529411,1.7634170547652117,160.15626353729016,2.2275618237513575,Low
1618,13964.0,2.0,43.0,430.0,58.125,0.7840240068677828,0.2159759931322171,0.03702587869682308,1.3953488372093024,1.3583229585124792,97.30699502866798,64.53707921653722,Low
1619,13965.0,4.0,248.0,703.0,47.3375,0.7130509942588519,0.2869490057411481,0.054110792542202975,0.4838709677419355,0.42976017519973253,59.386087531650446,39.598272362496004,Low
1621,13967.0,1.0,251.0,396.0,80.7,0.07384805283793738,0.9261519471620626,0.11032842058403809,0.11952191235059761,0.009193491766559522,399.4358114770459,861.9559693673312,Low
1623,13969.0,33.0,617.0,624.0,389.4490909090909,0.0018452567659359431,0.9981547432340641,1.46811331258596,1.6045380875202593,0.13642477493429928,399.09964731343996,12543.654128443824,Low
1624,13970.0,1.0,51.0,437.0,558.0,0.5141276023089854,0.48587239769101465,0.053159704842485916,0.5882352941176471,0.5350755892751612,2734.4924965354644,2587.1019166113792,Low
1625,13971.0,17.0,674.0,682.0,254.50647058823532,0.0018067557183477634,0.9981932442816522,0.7138752835534659,0.7566765578635015,0.042801274310035664,267.0605204127982,4104.278625918468,Low
1626,13972.0,1.0,131.0,201.0,44.349999999999994,0.051723470430277696,0.9482765295697223,0.19559883185871937,0.22900763358778625,0.03340880172906688,221.60360845615014,857.6684977756472,Low
1628,13974.0,3.0,533.0,582.0,133.13000000000002,0.013704131470163139,0.9862958685298369,0.17506776595687185,0.16885553470919323,-0.006212231247678612,181.60770479524226,665.848166949057,Low
1629,13975.0,11.0,644.0,675.0,434.7390909090909,0.008432123857533114,0.9915678761424669,0.4750114861508611,0.5124223602484472,0.037410874097586144,468.72665243965685,4741.853447763129,Low
1630,13976.0,3.0,462.0,668.0,305.65000000000003,0.09292460928865909,0.9070753907113409,0.14213924024713465,0.19480519480519481,0.05266595455806017,416.3920228636012,1128.358802150419,Low
1632,13978.0,1.0,31.0,45.0,37.800000000000004,0.01600016350841038,0.9839998364915896,0.49064072451713164,0.967741935483871,0.47710121096673935,189.5595663712295,1828.1697002657213,Low
1633,13979.0,6.0,663.0,736.0,520.5083333333333,0.020327986606438087,0.9796720133935619,0.25041673582418755,0.2714932126696833,0.02107647684549574,600.2600569212008,3158.1306325133523,Low
1634,13980.0,8.0,596.0,656.0,67.0275,0.019558557917352615,0.9804414420826474,0.35984769364342006,0.40268456375838924,0.04283687011496917,74.56091905182048,561.380904005387,Low
1636,13982.0,8.0,649.0,688.0,448.3425,0.010271857827294895,0.9897281421727051,0.34783806090412445,0.3697996918335901,0.02196163092946568,497.9851301360015,3682.294594892499,Low
1637,13983.0,26.0,701.0,730.0,262.21,0.009688469509463005,0.990311530490537,1.001377931459182,1.1126961483594866,0.11131821690030463,270.5244114359252,5786.935512530112,Low
1638,13984.0,11.0,706.0,732.0,123.32909090909092,0.0061908289906214,0.9938091710093786,0.442076816123728,0.46742209631728043,0.025345280193552422,133.03734901221395,1262.9909380118413,Low
1639,13985.0,23.0,664.0,668.0,424.25913043478266,0.0008889436729515587,0.9991110563270484,0.9731331269500665,1.0391566265060241,0.06602349955595765,439.50318101559054,9208.713861657056,Low
1641,13987.0,1.0,21.0,400.0,305.08,0.6072545692846752,0.39274543071532475,0.04638421693051976,1.4285714285714284,1.3821872116409086,1497.152172242619,1316.6794597424218,Low
1642,13988.0,10.0,606.0,625.0,439.84399999999994,0.00492108655964596,0.995078913440354,0.467995843200679,0.495049504950495,0.027053661749815994,477.9653421328597,4765.949106087421,Low
